Series ID,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019
LAUCN450690000000003,5.3(T),9.7(T),4.7(T),3.9(T),4.0(T),4.5(T),5.2(T),4.0(T),2.8(T),3.9(T),3.7(T),3.9(T)
LAUCN450690000000004,487(T),871(T),431(T),353(T),364(T),414(T),470(T),366(T),251(T),352(T),329(T),347(T)
LAUCN450690000000005,8783(T),8135(T),8729(T),8780(T),8740(T),8769(T),8513(T),8797(T),8821(T),8747(T),8656(T),8583(T)
LAUCN450690000000006,9270(T),9006(T),9160(T),9133(T),9104(T),9183(T),8983(T),9163(T),9072(T),9099(T),8985(T),8930(T)
LAUCN450710000000003,3.3(T),2.9(T),2.9(T),2.3(T),2.4(T),2.7(T),2.7(T),2.6(T),1.9(T),2.3(T),2.3(T),2.4(T)
LAUCN450710000000004,637(T),571(T),549(T),433(T),474(T),518(T),516(T),495(T),349(T),437(T),433(T),450(T)
LAUCN450710000000005,18552(T),18813(T),18470(T),18725(T),18878(T),18666(T),18735(T),18594(T),18322(T),18464(T),18298(T),18234(T)
LAUCN450710000000006,19189(T),19384(T),19019(T),19158(T),19352(T),19184(T),19251(T),19089(T),18671(T),18901(T),18731(T),18684(T)
LAUCN450730000000003,3.6(T),3.3(T),3.2(T),2.5(T),2.7(T),3.0(T),2.9(T),2.6(T),1.7(T),2.2(T),2.2(T),2.3(T)
LAUCN450730000000004,1263(T),1158(T),1106(T),882(T),933(T),1067(T),1016(T),898(T),589(T),759(T),751(T),800(T)
LAUCN450730000000005,33501(T),33687(T),33670(T),33930(T),34121(T),34120(T),33613(T),34004(T),34173(T),34128(T),33903(T),33813(T)
LAUCN450730000000006,34764(T),34845(T),34776(T),34812(T),35054(T),35187(T),34629(T),34902(T),34762(T),34887(T),34654(T),34613(T)
LAUCN450750000000003,6.0(T),5.1(T),4.9(T),3.9(T),4.0(T),4.6(T),4.6(T),4.9(T),3.7(T),4.6(T),4.0(T),4.3(T)
LAUCN450750000000004,2123(T),1784(T),1719(T),1358(T),1393(T),1596(T),1559(T),1667(T),1255(T),1574(T),1379(T),1476(T)
LAUCN450750000000005,33031(T),33294(T),33169(T),33477(T),33219(T),33178(T),32612(T),32625(T),32759(T),32467(T),32820(T),32921(T)
LAUCN450750000000006,35154(T),35078(T),34888(T),34835(T),34612(T),34774(T),34171(T),34292(T),34014(T),34041(T),34199(T),34397(T)
LAUCN450770000000003,3.7(T),3.2(T),3.2(T),2.4(T),2.8(T),3.1(T),2.8(T),2.6(T),1.8(T),2.2(T),2.4(T),2.4(T)
LAUCN450770000000004,2100(T),1829(T),1830(T),1406(T),1591(T),1817(T),1645(T),1503(T),1019(T),1276(T),1361(T),1378(T)
LAUCN450770000000005,55144(T),55669(T),55843(T),56069(T),55920(T),56224(T),56138(T),55549(T),56047(T),56066(T),55912(T),55890(T)
LAUCN450770000000006,57244(T),57498(T),57673(T),57475(T),57511(T),58041(T),57783(T),57052(T),57066(T),57342(T),57273(T),57268(T)
LAUCN450790000000003,3.9(T),3.3(T),3.2(T),2.5(T),2.7(T),3.0(T),2.8(T),2.5(T),1.7(T),2.2(T),2.2(T),2.3(T)
LAUCN450790000000004,7567(T),6483(T),6339(T),4970(T),5243(T),5892(T),5443(T),4971(T),3437(T),4273(T),4331(T),4546(T)
LAUCN450790000000005,188045(T),190262(T),191187(T),191656(T),190962(T),191451(T),192309(T),191418(T),193131(T),193931(T),193227(T),192720(T)
LAUCN450790000000006,195612(T),196745(T),197526(T),196626(T),196205(T),197343(T),197752(T),196389(T),196568(T),198204(T),197558(T),197266(T)
LAUCN450810000000003,3.3(T),3.1(T),3.2(T),2.5(T),2.5(T),2.8(T),2.6(T),2.3(T),1.8(T),2.2(T),2.2(T),2.2(T)
LAUCN450810000000004,294(T),278(T),280(T),215(T),223(T),248(T),230(T),206(T),150(T),189(T),194(T),196(T)
LAUCN450810000000005,8595(T),8604(T),8359(T),8520(T),8705(T),8524(T),8684(T),8646(T),8396(T),8542(T),8541(T),8591(T)
LAUCN450810000000006,8889(T),8882(T),8639(T),8735(T),8928(T),8772(T),8914(T),8852(T),8546(T),8731(T),8735(T),8787(T)
LAUCN450830000000003,3.3(T),3.0(T),2.9(T),2.3(T),2.4(T),2.8(T),2.6(T),2.3(T),1.6(T),2.0(T),2.1(T),2.2(T)
LAUCN450830000000004,5088(T),4547(T),4449(T),3519(T),3748(T),4383(T),4057(T),3613(T),2431(T),3145(T),3189(T),3347(T)
LAUCN450830000000005,148233(T),149567(T),150743(T),150645(T),150334(T),150789(T),150579(T),150380(T),152393(T),152893(T),151955(T),151419(T)
LAUCN450830000000006,153321(T),154114(T),155192(T),154164(T),154082(T),155172(T),154636(T),153993(T),154824(T),156038(T),155144(T),154766(T)
LAUCN450850000000003,4.2(T),3.8(T),3.8(T),3.0(T),3.1(T),3.6(T),3.3(T),3.1(T),2.2(T),2.7(T),2.8(T),3.2(T)
LAUCN450850000000004,1851(T),1679(T),1656(T),1319(T),1358(T),1561(T),1452(T),1337(T),928(T),1185(T),1209(T),1365(T)
LAUCN450850000000005,41859(T),42043(T),41962(T),42135(T),41999(T),42114(T),42071(T),41681(T),42169(T),41915(T),41717(T),41413(T)
LAUCN450850000000006,43710(T),43722(T),43618(T),43454(T),43357(T),43675(T),43523(T),43018(T),43097(T),43100(T),42926(T),42778(T)
LAUCN450870000000003,4.4(T),4.1(T),3.9(T),3.2(T),3.3(T),3.6(T),3.5(T),3.3(T),2.3(T),2.8(T),2.8(T),3.0(T)
LAUCN450870000000004,502(T),475(T),456(T),368(T),378(T),418(T),401(T),374(T),261(T),329(T),318(T),349(T)
LAUCN450870000000005,10935(T),11036(T),11113(T),11106(T),11091(T),11123(T),11106(T),11084(T),11229(T),11260(T),11196(T),11166(T)
LAUCN450870000000006,11437(T),11511(T),11569(T),11474(T),11469(T),11541(T),11507(T),11458(T),11490(T),11589(T),11514(T),11515(T)
LAUCN450890000000003,6.2(T),5.2(T),5.0(T),3.9(T),3.9(T),4.5(T),4.4(T),4.3(T),3.0(T),3.8(T),3.8(T),4.4(T)
LAUCN450890000000004,756(T),636(T),608(T),471(T),470(T),552(T),530(T),516(T),354(T),446(T),447(T),520(T)
LAUCN450890000000005,11505(T),11574(T),11478(T),11624(T),11657(T),11643(T),11597(T),11483(T),11367(T),11343(T),11190(T),11166(T)
LAUCN450890000000006,12261(T),12210(T),12086(T),12095(T),12127(T),12195(T),12127(T),11999(T),11721(T),11789(T),11637(T),11686(T)
LAUCN450910000000003,3.6(T),3.2(T),3.2(T),2.5(T),2.6(T),2.9(T),2.8(T),2.5(T),1.7(T),2.2(T),2.2(T),2.4(T)
LAUCN450910000000004,5021(T),4566(T),4501(T),3576(T),3684(T),4102(T),3891(T),3587(T),2459(T),3129(T),3165(T),3359(T)
LAUCN450910000000005,134915(T),136137(T),136899(T),137015(T),136949(T),138028(T),137440(T),137747(T),138415(T),139348(T),138414(T),138084(T)
LAUCN450910000000006,139936(T),140703(T),141400(T),140591(T),140633(T),142130(T),141331(T),141334(T),140874(T),142477(T),141579(T),141443(T)
LAUCN460030000000003,2.7(T),2.7(T),2.7(T),2.7(T),2.4(T),2.3(T),2.0(T),2.4(T),2.6(T),2.5(T),2.4(T),2.7(T)
LAUCN460030000000004,41(T),40(T),42(T),40(T),36(T),36(T),30(T),37(T),40(T),37(T),35(T),40(T)
LAUCN460030000000005,1462(T),1461(T),1500(T),1456(T),1488(T),1521(T),1488(T),1500(T),1472(T),1460(T),1426(T),1443(T)
LAUCN460030000000006,1503(T),1501(T),1542(T),1496(T),1524(T),1557(T),1518(T),1537(T),1512(T),1497(T),1461(T),1483(T)
LAUCN460050000000003,3.5(T),3.4(T),3.5(T),3.0(T),2.7(T),2.5(T),2.4(T),2.8(T),2.4(T),2.5(T),2.6(T),2.8(T)
LAUCN460050000000004,332(T),326(T),331(T),290(T),258(T),250(T),237(T),267(T),226(T),236(T),246(T),258(T)
LAUCN460050000000005,9148(T),9205(T),9228(T),9231(T),9433(T),9589(T),9517(T),9364(T),9190(T),9282(T),9204(T),9094(T)
LAUCN460050000000006,9480(T),9531(T),9559(T),9521(T),9691(T),9839(T),9754(T),9631(T),9416(T),9518(T),9450(T),9352(T)
LAUCN460070000000003,5.3(T),5.2(T),5.5(T),4.8(T),4.8(T),5.3(T),4.7(T),5.0(T),4.4(T),4.8(T),4.7(T),4.5(T)
LAUCN460070000000004,56(T),55(T),59(T),51(T),51(T),56(T),52(T),56(T),48(T),51(T),51(T),48(T)
LAUCN460070000000005,1009(T),1004(T),1011(T),1010(T),1013(T),1007(T),1050(T),1059(T),1032(T),1016(T),1028(T),1019(T)
LAUCN460070000000006,1065(T),1059(T),1070(T),1061(T),1064(T),1063(T),1102(T),1115(T),1080(T),1067(T),1079(T),1067(T)
LAUCN460090000000003,3.1(T),3.2(T),3.0(T),2.9(T),2.7(T),2.6(T),2.7(T),2.7(T),2.4(T),2.5(T),2.8(T),3.0(T)
LAUCN460090000000004,87(T),91(T),87(T),81(T),75(T),77(T),78(T),79(T),68(T),72(T),79(T),85(T)
LAUCN460090000000005,2734(T),2723(T),2773(T),2710(T),2751(T),2846(T),2839(T),2811(T),2809(T),2794(T),2740(T),2768(T)
LAUCN460090000000006,2821(T),2814(T),2860(T),2791(T),2826(T),2923(T),2917(T),2890(T),2877(T),2866(T),2819(T),2853(T)
LAUCN460110000000003,3.2(T),2.9(T),2.9(T),2.9(T),3.0(T),3.2(T),3.1(T),3.1(T),2.4(T),2.7(T),3.0(T),3.2(T)
LAUCN460110000000004,597(T),553(T),566(T),555(T),567(T),594(T),578(T),578(T),452(T),529(T),580(T),611(T)
LAUCN460110000000005,18012(T),18648(T),18628(T),18505(T),18325(T),18144(T),18166(T),18041(T),18597(T),19093(T),18951(T),18702(T)
LAUCN460110000000006,18609(T),19201(T),19194(T),19060(T),18892(T),18738(T),18744(T),18619(T),19049(T),19622(T),19531(T),19313(T)
LAUCN460130000000003,3.2(T),3.2(T),3.1(T),2.9(T),2.7(T),2.7(T),2.6(T),2.9(T),2.4(T),2.5(T),2.5(T),2.7(T)
LAUCN460130000000004,664(T),662(T),645(T),596(T),557(T),573(T),534(T),597(T),486(T),519(T),525(T),563(T)
LAUCN460130000000005,19964(T),20079(T),20121(T),20106(T),20307(T),20316(T),20156(T),19969(T),20035(T),20257(T),20182(T),19977(T)
LAUCN460130000000006,20628(T),20741(T),20766(T),20702(T),20864(T),20889(T),20690(T),20566(T),20521(T),20776(T),20707(T),20540(T)
LAUCN460150000000003,2.7(T),2.9(T),3.0(T),3.0(T),2.8(T),3.1(T),3.1(T),3.0(T),2.6(T),2.8(T),2.6(T),2.7(T)
LAUCN460150000000004,65(T),70(T),74(T),72(T),70(T),77(T),76(T),73(T),63(T),69(T),63(T),67(T)
LAUCN460150000000005,2323(T),2329(T),2357(T),2349(T),2388(T),2428(T),2398(T),2379(T),2375(T),2394(T),2356(T),2370(T)
LAUCN460150000000006,2388(T),2399(T),2431(T),2421(T),2458(T),2505(T),2474(T),2452(T),2438(T),2463(T),2419(T),2437(T)
LAUCN460170000000003,4.9(T),4.0(T),4.4(T),4.7(T),4.9(T),7.2(T),7.5(T),7.7(T),6.4(T),6.0(T),7.2(T),5.8(T)
LAUCN460170000000004,34(T),27(T),30(T),31(T),33(T),49(T),52(T),53(T),42(T),39(T),47(T),38(T)
LAUCN460170000000005,656(T),651(T),650(T),627(T),641(T),635(T),640(T),636(T),612(T),609(T),607(T),613(T)
LAUCN460170000000006,690(T),678(T),680(T),658(T),674(T),684(T),692(T),689(T),654(T),648(T),654(T),651(T)
LAUCN460190000000003,3.3(T),3.4(T),3.4(T),3.2(T),3.0(T),2.9(T),2.9(T),3.1(T),2.6(T),2.8(T),3.0(T),3.5(T)
LAUCN460190000000004,167(T),168(T),172(T),159(T),151(T),147(T),147(T),160(T),130(T),142(T),151(T),175(T)
LAUCN460190000000005,4843(T),4838(T),4885(T),4847(T),4881(T),4972(T),4994(T),4947(T),4896(T),4916(T),4919(T),4828(T)
LAUCN460190000000006,5010(T),5006(T),5057(T),5006(T),5032(T),5119(T),5141(T),5107(T),5026(T),5058(T),5070(T),5003(T)
LAUCN460210000000003,4.4(T),3.6(T),3.6(T),3.6(T),3.4(T),3.3(T),3.1(T),3.3(T),2.6(T),2.6(T),2.9(T),3.3(T)
LAUCN460210000000004,33(T),27(T),28(T),27(T),26(T),26(T),24(T),26(T),20(T),20(T),22(T),26(T)
LAUCN460210000000005,715(T),724(T),744(T),729(T),737(T),755(T),758(T),754(T),756(T),745(T),737(T),759(T)
LAUCN460210000000006,748(T),751(T),772(T),756(T),763(T),781(T),782(T),780(T),776(T),765(T),759(T),785(T)
LAUCN460230000000003,3.3(T),3.5(T),3.6(T),3.4(T),3.4(T),3.5(T),3.5(T),3.4(T),2.8(T),3.1(T),3.5(T),3.5(T)
LAUCN460230000000004,124(T),131(T),136(T),123(T),128(T),137(T),133(T),129(T),104(T),114(T),130(T),130(T)
LAUCN460230000000005,3578(T),3561(T),3622(T),3534(T),3664(T),3725(T),3700(T),3649(T),3636(T),3608(T),3603(T),3581(T)
LAUCN460230000000006,3702(T),3692(T),3758(T),3657(T),3792(T),3862(T),3833(T),3778(T),3740(T),3722(T),3733(T),3711(T)
LAUCN460250000000003,5.1(T),5.5(T),4.8(T),4.1(T),3.2(T),3.5(T),3.4(T),3.4(T),2.9(T),2.7(T),2.7(T),2.6(T)
LAUCN460250000000004,98(T),104(T),92(T),75(T),61(T),69(T),66(T),64(T),56(T),51(T),50(T),48(T)
LAUCN460250000000005,1824(T),1801(T),1818(T),1772(T),1841(T),1908(T),1874(T),1822(T),1854(T),1860(T),1813(T),1810(T)
LAUCN460250000000006,1922(T),1905(T),1910(T),1847(T),1902(T),1977(T),1940(T),1886(T),1910(T),1911(T),1863(T),1858(T)
LAUCN460270000000003,3.1(T),2.8(T),3.0(T),2.9(T),3.1(T),3.4(T),3.1(T),3.4(T),2.4(T),2.8(T),3.1(T),3.2(T)
LAUCN460270000000004,232(T),215(T),228(T),224(T),218(T),238(T),215(T),233(T),178(T),217(T),244(T),241(T)
LAUCN460270000000005,7247(T),7515(T),7460(T),7497(T),6822(T),6737(T),6710(T),6614(T),7268(T),7557(T),7613(T),7237(T)
LAUCN460270000000006,7479(T),7730(T),7688(T),7721(T),7040(T),6975(T),6925(T),6847(T),7446(T),7774(T),7857(T),7478(T)
LAUCN460290000000003,3.7(T),3.5(T),3.6(T),3.0(T),2.8(T),2.7(T),2.5(T),2.8(T),2.3(T),2.3(T),2.4(T),2.8(T)
LAUCN460290000000004,569(T),541(T),558(T),467(T),426(T),420(T),392(T),438(T),354(T),364(T),374(T),429(T)
LAUCN460290000000005,14803(T),14892(T),14883(T),14942(T),15036(T),15194(T),15184(T),15052(T),15167(T),15184(T),15185(T),15091(T)
LAUCN460290000000006,15372(T),15433(T),15441(T),15409(T),15462(T),15614(T),15576(T),15490(T),15521(T),15548(T),15559(T),15520(T)
LAUCN460310000000003,3.9(T),4.1(T),4.7(T),4.8(T),5.9(T),6.3(T),7.6(T),6.8(T),4.6(T),4.8(T),5.1(T),4.5(T)
LAUCN460310000000004,52(T),56(T),65(T),63(T),79(T),85(T),102(T),89(T),63(T),65(T),69(T),60(T)
LAUCN460310000000005,1295(T),1299(T),1321(T),1262(T),1265(T),1260(T),1240(T),1227(T),1297(T),1299(T),1282(T),1284(T)
LAUCN460310000000006,1347(T),1355(T),1386(T),1325(T),1344(T),1345(T),1342(T),1316(T),1360(T),1364(T),1351(T),1344(T)
LAUCN460330000000003,5.2(T),5.5(T),5.4(T),4.3(T),3.6(T),3.6(T),3.2(T),3.6(T),3.1(T),3.2(T),3.7(T),4.3(T)
LAUCN460330000000004,206(T),220(T),218(T),174(T),147(T),148(T),133(T),149(T),128(T),131(T),148(T),173(T)
LAUCN460330000000005,3768(T),3802(T),3844(T),3846(T),3904(T),4002(T),4063(T),4043(T),3978(T),3909(T),3858(T),3827(T)
LAUCN460330000000006,3974(T),4022(T),4062(T),4020(T),4051(T),4150(T),4196(T),4192(T),4106(T),4040(T),4006(T),4000(T)
LAUCN460350000000003,3.1(T),3.2(T),3.1(T),2.8(T),2.5(T),2.5(T),2.3(T),2.6(T),2.2(T),2.3(T),2.4(T),2.8(T)
LAUCN460350000000004,342(T),352(T),345(T),305(T),279(T),278(T),263(T),291(T),241(T),250(T),263(T),306(T)
LAUCN460350000000005,10615(T),10617(T),10689(T),10642(T),10797(T),10921(T),10977(T),10837(T),10723(T),10834(T),10758(T),10616(T)
LAUCN460350000000006,10957(T),10969(T),11034(T),10947(T),11076(T),11199(T),11240(T),11128(T),10964(T),11084(T),11021(T),10922(T)
LAUCN460370000000003,6.0(T),6.1(T),6.0(T),4.8(T),3.4(T),3.2(T),3.3(T),3.6(T),2.8(T),3.2(T),3.4(T),4.4(T)
LAUCN460370000000004,162(T),165(T),165(T),128(T),95(T),91(T),94(T),100(T),76(T),86(T),92(T),117(T)
LAUCN460370000000005,2527(T),2542(T),2576(T),2528(T),2677(T),2730(T),2732(T),2664(T),2671(T),2628(T),2582(T),2561(T)
LAUCN460370000000006,2689(T),2707(T),2741(T),2656(T),2772(T),2821(T),2826(T),2764(T),2747(T),2714(T),2674(T),2678(T)
LAUCN460390000000003,7.4(T),6.9(T),6.4(T),5.0(T),3.8(T),3.5(T),3.3(T),3.4(T),3.0(T),2.9(T),2.9(T),4.7(T)
LAUCN460390000000004,155(T),146(T),136(T),108(T),83(T),77(T),76(T),75(T),66(T),63(T),64(T),101(T)
LAUCN460390000000005,1940(T),1959(T),1988(T),2036(T),2102(T),2151(T),2216(T),2124(T),2132(T),2137(T),2111(T),2031(T)
LAUCN460390000000006,2095(T),2105(T),2124(T),2144(T),2185(T),2228(T),2292(T),2199(T),2198(T),2200(T),2175(T),2132(T)
LAUCN460410000000003,6.0(T),6.0(T),5.4(T),4.9(T),4.9(T),9.9(T),16.6(T),11.1(T),6.2(T),6.1(T),6.3(T),6.0(T)
LAUCN460410000000004,131(T),131(T),120(T),106(T),105(T),224(T),388(T),249(T),139(T),135(T),140(T),132(T)
LAUCN460410000000005,2044(T),2057(T),2083(T),2036(T),2019(T),2046(T),1951(T),1985(T),2087(T),2079(T),2077(T),2069(T)
LAUCN460410000000006,2175(T),2188(T),2203(T),2142(T),2124(T),2270(T),2339(T),2234(T),2226(T),2214(T),2217(T),2201(T)
LAUCN460430000000003,3.3(T),3.3(T),3.3(T),2.8(T),2.3(T),2.3(T),2.1(T),2.5(T),2.0(T),2.2(T),2.4(T),2.9(T)
LAUCN460430000000004,51(T),52(T),53(T),44(T),36(T),37(T),34(T),39(T),32(T),35(T),37(T),44(T)
LAUCN460430000000005,1486(T),1517(T),1555(T),1501(T),1541(T),1557(T),1573(T),1540(T),1545(T),1522(T),1501(T),1499(T)
LAUCN460430000000006,1537(T),1569(T),1608(T),1545(T),1577(T),1594(T),1607(T),1579(T),1577(T),1557(T),1538(T),1543(T)
LAUCN460450000000003,3.2(T),2.9(T),3.0(T),2.9(T),2.7(T),2.8(T),2.7(T),2.9(T),2.4(T),2.5(T),2.4(T),2.8(T)
LAUCN460450000000004,65(T),59(T),62(T),58(T),54(T),57(T),54(T),58(T),49(T),51(T),48(T),56(T)
LAUCN460450000000005,1973(T),1980(T),2004(T),1960(T),1977(T),1980(T),1974(T),1956(T),1980(T),1986(T),1967(T),1963(T)
LAUCN460450000000006,2038(T),2039(T),2066(T),2018(T),2031(T),2037(T),2028(T),2014(T),2029(T),2037(T),2015(T),2019(T)
LAUCN460470000000003,5.0(T),4.9(T),4.7(T),3.9(T),3.6(T),3.6(T),3.4(T),3.7(T),3.3(T),3.3(T),3.6(T),3.6(T)
LAUCN460470000000004,147(T),145(T),138(T),113(T),111(T),114(T),104(T),112(T),96(T),97(T),103(T),104(T)
LAUCN460470000000005,2803(T),2824(T),2827(T),2822(T),2932(T),3020(T),2997(T),2891(T),2854(T),2830(T),2786(T),2785(T)
LAUCN460470000000006,2950(T),2969(T),2965(T),2935(T),3043(T),3134(T),3101(T),3003(T),2950(T),2927(T),2889(T),2889(T)
LAUCN460490000000003,3.2(T),2.9(T),2.9(T),3.0(T),3.1(T),3.0(T),2.8(T),3.2(T),2.7(T),2.8(T),3.0(T),3.0(T)
LAUCN460490000000004,33(T),30(T),31(T),30(T),32(T),32(T),30(T),33(T),28(T),30(T),32(T),32(T)
LAUCN460490000000005,1007(T),1005(T),1033(T),986(T),1002(T),1045(T),1026(T),1004(T),1022(T),1047(T),1024(T),1035(T)
LAUCN460490000000006,1040(T),1035(T),1064(T),1016(T),1034(T),1077(T),1056(T),1037(T),1050(T),1077(T),1056(T),1067(T)
LAUCN460510000000003,4.5(T),4.6(T),4.7(T),3.6(T),2.4(T),2.5(T),2.3(T),2.5(T),2.1(T),2.1(T),2.3(T),2.9(T)
LAUCN460510000000004,201(T),204(T),212(T),159(T),105(T),113(T),102(T),110(T),93(T),93(T),100(T),126(T)
LAUCN460510000000005,4221(T),4223(T),4259(T),4226(T),4315(T),4367(T),4318(T),4285(T),4318(T),4296(T),4254(T),4242(T)
LAUCN460510000000006,4422(T),4427(T),4471(T),4385(T),4420(T),4480(T),4420(T),4395(T),4411(T),4389(T),4354(T),4368(T)
LAUCN460530000000003,3.9(T),4.1(T),3.8(T),3.6(T),3.0(T),2.8(T),2.6(T),3.0(T),2.5(T),2.8(T),2.7(T),3.2(T)
LAUCN460530000000004,77(T),81(T),76(T),72(T),62(T),57(T),52(T),59(T),51(T),58(T),55(T),66(T)
LAUCN460530000000005,1896(T),1911(T),1946(T),1936(T),1993(T),2011(T),1972(T),1927(T),1979(T),2000(T),2009(T),1986(T)
LAUCN460530000000006,1973(T),1992(T),2022(T),2008(T),2055(T),2068(T),2024(T),1986(T),2030(T),2058(T),2064(T),2052(T)
LAUCN460550000000003,3.6(T),3.2(T),3.1(T),2.8(T),2.7(T),2.4(T),2.3(T),2.7(T),2.2(T),2.2(T),2.6(T),2.8(T)
LAUCN460550000000004,38(T),34(T),33(T),29(T),28(T),25(T),24(T),28(T),23(T),24(T),27(T),29(T)
LAUCN460550000000005,1018(T),1017(T),1025(T),1000(T),1011(T),1024(T),1025(T),1011(T),1005(T),1043(T),1031(T),1018(T)
LAUCN460550000000006,1056(T),1051(T),1058(T),1029(T),1039(T),1049(T),1049(T),1039(T),1028(T),1067(T),1058(T),1047(T)
LAUCN460570000000003,4.3(T),4.1(T),4.0(T),3.4(T),2.7(T),2.7(T),2.5(T),2.7(T),2.2(T),2.3(T),2.5(T),2.8(T)
LAUCN460570000000004,139(T),134(T),133(T),111(T),88(T),90(T),84(T),89(T),73(T),76(T),82(T),93(T)
LAUCN460570000000005,3080(T),3107(T),3156(T),3110(T),3201(T),3302(T),3293(T),3258(T),3292(T),3282(T),3231(T),3238(T)
LAUCN460570000000006,3219(T),3241(T),3289(T),3221(T),3289(T),3392(T),3377(T),3347(T),3365(T),3358(T),3313(T),3331(T)
LAUCN460590000000003,2.6(T),2.9(T),3.0(T),2.6(T),2.4(T),2.4(T),2.3(T),2.5(T),2.2(T),2.2(T),2.4(T),2.4(T)
LAUCN460590000000004,47(T),52(T),53(T),44(T),42(T),42(T),40(T),44(T),39(T),39(T),43(T),42(T)
LAUCN460590000000005,1729(T),1725(T),1733(T),1680(T),1741(T),1743(T),1694(T),1694(T),1701(T),1763(T),1750(T),1737(T)
LAUCN460590000000006,1776(T),1777(T),1786(T),1724(T),1783(T),1785(T),1734(T),1738(T),1740(T),1802(T),1793(T),1779(T)
LAUCN460610000000003,5.9(T),5.7(T),6.1(T),4.1(T),3.5(T),3.8(T),4.1(T),3.6(T),3.0(T),3.1(T),4.0(T),4.8(T)
LAUCN460610000000004,105(T),101(T),110(T),71(T),61(T),68(T),74(T),64(T),53(T),55(T),71(T),84(T)
LAUCN460610000000005,1689(T),1684(T),1708(T),1667(T),1694(T),1716(T),1725(T),1707(T),1705(T),1715(T),1692(T),1681(T)
LAUCN460610000000006,1794(T),1785(T),1818(T),1738(T),1755(T),1784(T),1799(T),1771(T),1758(T),1770(T),1763(T),1765(T)
LAUCN460630000000003,2.4(T),2.5(T),2.6(T),2.4(T),2.5(T),2.7(T),2.4(T),3.0(T),2.2(T),2.7(T),2.5(T),2.4(T)
LAUCN460630000000004,18(T),18(T),19(T),17(T),18(T),20(T),18(T),22(T),17(T),20(T),18(T),18(T)
LAUCN460630000000005,719(T),704(T),725(T),694(T),709(T),724(T),721(T),722(T),741(T),728(T),711(T),720(T)
LAUCN460630000000006,737(T),722(T),744(T),711(T),727(T),744(T),739(T),744(T),758(T),748(T),729(T),738(T)
LAUCN460650000000003,2.7(T),3.1(T),3.0(T),2.5(T),2.3(T),2.3(T),2.1(T),2.4(T),2.0(T),2.1(T),2.2(T),2.3(T)
LAUCN460650000000004,270(T),309(T),298(T),248(T),228(T),236(T),209(T),243(T),198(T),208(T),215(T),225(T)
LAUCN460650000000005,9622(T),9574(T),9561(T),9557(T),9858(T),10039(T),9904(T),9727(T),9691(T),9739(T),9735(T),9559(T)
LAUCN460650000000006,9892(T),9883(T),9859(T),9805(T),10086(T),10275(T),10113(T),9970(T),9889(T),9947(T),9950(T),9784(T)
LAUCN460670000000003,3.4(T),3.5(T),3.5(T),3.1(T),2.6(T),2.4(T),2.1(T),2.8(T),2.2(T),2.4(T),2.4(T),3.1(T)
LAUCN460670000000004,121(T),125(T),125(T),108(T),91(T),88(T),76(T),100(T),80(T),86(T),85(T),112(T)
LAUCN460670000000005,3417(T),3414(T),3470(T),3426(T),3459(T),3517(T),3573(T),3469(T),3489(T),3544(T),3510(T),3522(T)
LAUCN460670000000006,3538(T),3539(T),3595(T),3534(T),3550(T),3605(T),3649(T),3569(T),3569(T),3630(T),3595(T),3634(T)
LAUCN460690000000003,4.0(T),3.5(T),3.1(T),3.6(T),3.0(T),3.0(T),2.7(T),3.2(T),2.7(T),2.8(T),2.6(T),3.2(T)
LAUCN460690000000004,28(T),24(T),22(T),24(T),20(T),20(T),18(T),22(T),19(T),20(T),18(T),22(T)
LAUCN460690000000005,665(T),667(T),677(T),650(T),647(T),656(T),650(T),664(T),676(T),684(T),665(T),676(T)
LAUCN460690000000006,693(T),691(T),699(T),674(T),667(T),676(T),668(T),686(T),695(T),704(T),683(T),698(T)
LAUCN460710000000003,7.1(T),6.8(T),6.5(T),5.7(T),4.1(T),4.1(T),4.6(T),4.4(T),4.1(T),4.2(T),5.2(T),5.3(T)
LAUCN460710000000004,85(T),81(T),80(T),70(T),54(T),57(T),62(T),59(T),54(T),53(T),63(T),63(T)
LAUCN460710000000005,1112(T),1110(T),1145(T),1166(T),1274(T),1333(T),1280(T),1291(T),1274(T),1209(T),1138(T),1127(T)
LAUCN460710000000006,1197(T),1191(T),1225(T),1236(T),1328(T),1390(T),1342(T),1350(T),1328(T),1262(T),1201(T),1190(T)
LAUCN460730000000003,2.8(T),3.1(T),2.7(T),2.7(T),2.5(T),2.5(T),2.3(T),2.7(T),2.2(T),2.2(T),2.4(T),2.3(T)
LAUCN460730000000004,31(T),34(T),30(T),30(T),28(T),28(T),26(T),30(T),25(T),25(T),27(T),26(T)
LAUCN460730000000005,1065(T),1075(T),1083(T),1062(T),1073(T),1099(T),1099(T),1091(T),1097(T),1118(T),1103(T),1106(T)
LAUCN460730000000006,1096(T),1109(T),1113(T),1092(T),1101(T),1127(T),1125(T),1121(T),1122(T),1143(T),1130(T),1132(T)
LAUCN460750000000003,3.6(T),3.6(T),3.7(T),2.9(T),2.4(T),2.5(T),2.4(T),2.7(T),2.1(T),2.4(T),2.5(T),3.5(T)
